Company Name,Grade,Page
"Kyowa Leather Cloth Co., Ltd.",B,223
Kyudenko Corporation,B-,223
KYUNG DONG NAVIEN CO LTD,B,224
Kyushu Electric Power Co Inc,A,224
Kyushu Financial Group,B,224
Kyushu Railway,C,224
"L&F Co., Ltd.",D,224
L&T Finance Holdings Limited,B,224
L&T TECHNOLOGY SERVICES LIMITED,C,224
L.G. Balakrishnan & Bros Limited,C,224
L3Harris Technologies INC,B,224
La Banque Postale,A,224
La Financiere Atalian S.C.S.,D,224
La Francaise des Jeux SAEM,B,224
Laboratory Corporation of America Holdings,B,224
LACROIX S.A.,C,224
"Lacto Japan Co., Ltd.",B,224
Lagardere SA,B,225
Lagercrantz Group,C,225
Lam Research Corp.,B,225
Lam Soon,C,225
"Lamb Weston Holdings, Inc.",D,225
Lamprell Limited,D,225
Lancaster Colony Corporation,C,225
"Land Bank of Taiwan Co., Ltd.",C,225
Landsec,A,225
"Landstar System, Inc.",C,225
Landsvirkjun,C,225
LANSINOH LABORATORIES,A,225
LANXESS AG,A,225
"Lar España Real Estate SOCIMI, S.A.",B,225
Larsen & Toubro,B,225
Las Vegas Sands Corporation,A-,226
LaSalle LOGIPORT REIT,A-,226
Lasertec Corporation,B-,226
Lassila & Tikanoja,A-,226
Lassonde,D,226
LATECOERE,C,226
LATTICE SEMICONDUCTOR,D,226
Laurentian Bank of Canada,C,226
Lavoro Limited,D,226
LAWS TEXTILE INDUSTRIAL LIMITED,C,226
"Lawson, Inc.",B,226
"Laz Parking Ltd., LLC",C,226
LB Semicon Co Ltd,C,226
LCY CHEMICAL CORP.,B,226
"LEAD CHEMICAL CO.,LTD.",B,226
Leader Electronics Inc.,C,227
Lear,B,227
LECIP HOLDINGS CORPORATION,B-,227
Lectra SA,C,227
LEG Immobilien SE,B,227
Legal and General,A,227
"Leggett & Platt, Inc.",D,227
Legrand SA,A,227
Leidos,B,227
Leigh & Orange Limited,B,227
LELON ELECTRONIC,B,227
Lem Holding SA,B,227
"Lemtech Holdings Co., Limited",B,227
LENOVO GROUP LIMITED,A,227
"Lens Technology Co., Ltd.",D,227
Lenzing AG,A,228
Leonardo S.p.a,A-,228
LEONI AG,C,228
Leopalace21 Corporation,B,228
Lerøy Seafood Group,A-,228
Lesaffre and Compagnie,C,228
Lever Style Inc.,B,228
Levi Strauss & Co.,A-,228
Lexica Health and Life Sciences Consultancy Limited,B,228
"Lexmark International, Inc.",B,228
LG,A,228
LG Chem Ltd,B,228
LG Display,A-,228
LG Electronics,B,228
LG Energy Solution,B,228
"LG H&H Co., Ltd.",B,229
LG Household & Health Care,B,229
LG Innotek,A,229
"LG Magna e-Powertrain Co., Ltd.",B,229
LG Uplus,A,229
Li & Fung (Trading) Limited,B,229
Li Ning Company Ltd.,C,229
"Lianhe Aigen Pharma Co.,Ltd.",B,229
"Lianhe Chemical Technology Co., Ltd.",B,229
"Liaoning Zhonghui Biotechnology Co., Ltd.",B,229
Libbey Glass Inc.,C,229
Liberty Global plc,B,229
Liberty Latin America,C,229
LIFE CORPORATION,C,229
Life Healthcare Group Holdings Ltd,D,229
LIFETIME BRANDS INC.,D,230
"LIFULL Co., Ltd.",D,230
LIGHT SA,C,230
"Lilycolor Co., Ltd.",B,230
LIMAK CIMENTO SANAYI VE TICARET ANONIM SIRKETI,B,230
Linamar Corporation,C,230
"Lincoln Electric Holdings, Inc.",B,230
Lincoln National Corporation,C,230
Lindab AB,B,230
Linde PLC,A-,230
Linedata Services,C,230
"Linetek Electronic Co., Ltd.",B-,230
Lingotes Especiales SA,D,230
"Linical Co.,Ltd.",D-,230
Link and Motivation Inc.,C,230
"Linktel Technologies Co., Ltd.",B,231
Lintec Corporation,B,231
Lion Corporation,A-,231
LION ROCK GROUP,C,231
LIONTOWN RESOURCES,C,231
Liontrust Asset Management PLC,B-,231
LISI,A-,231
Lite-On Technology Corporation,A-,231
Lithia Motors Inc,C,231
LITTELFUSE,B,231
Livanova,C,231
"Live Nation Entertainment, Inc",C,231
"LivePerson, Inc.",C,231
Livzon Pharmaceutical Group Inc,B,231
LIXIL Corporation,A-,231
LKQ Corp,C,232
Lloyds Banking Group,A-,232
Loblaw Companies Limited,B,232
Local Bounti,B,232
Localiza Rent a Car S.A.,B,232
Locaweb Servicos de Internet SA,D,232
L'Occitane International S.A.,D-,232
Lockheed Martin Corporation,B,232
Loctek Ergonomic Technology Corp.,D,232
LOG IN LOGISTICA INTERMODAL SA,B-,232
"LOGISTEED, Ltd.",B,232
Logitech Europe S.A.,A,232
LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,B-,232
"Logoplaste Consultores Tecnicos, SA",A,232
Logwin,C-,232
LOJAS QUERO QUERO S/A,C,233
Lojas Renner S.A.,A-,233
LONCIN MOTOR COMPANY LTD,B,233
London Stock Exchange Group,A-,233
LondonMetric Property plc,C,233
Longi Green Energy Technology (A),B,233
LONGWELL,D,233
LONGXING CHEMICAL STOCK,B,233
Lonseal Corporation,B,233
Lonza Group AG,C,233
Loomis AB,B,233
L'Oreal,A,233
LOTES CO LTD,B,233
LOTHAR MEDTEC GmbH,B,233
Lotte Chemical Corp,B,233
Lotte Chilsung,B,234
Lotte Fine Chemical,B,234
"Lotte Global Logistics Co.,Ltd.",D,234
"LOTTE WELLFOOD CO.,LTD.",C,234
Lottomatica Group S.p.A.,B,234
Lotus Bakeries,B,234
Louis Dreyfus Company,B,234
Louisiana-Pacific Corp,C,234
"Lowe's Companies, Inc.",A-,234
LOXAM SAS,B,234
LPL Financial Holdings Inc,C,234
LPP S.A.,B,234
"LS Cable & System Co., Ltd",B,234
LS Electric Co Ltd,C,234
LSL Property Services Plc,C,234
LTIMindtree,A-,235
Luceco,B,235
Lucky Harvest Co. Ltd.,D,235
LUG S.A.,C,235
Lululemon Athletica Inc.,B,235
Lumen Technologies,A-,235
LUMENTUM,B,235
Lundin Gold Inc,C,235
Lundin Mining Corporation,C,235
Luossavaara-Kiirunavaara AB,C,235
Lupin,A-,235
Luxnet Corporation,D,235
Luxshare Precision Industry,A,235
LVMH,A,235
LX Hausys,B,235
LX Pantos,D,236
LY Corporation,A,236
"Lyft, Inc",C,236
LyondellBasell Industries N.V.,A,236
M Dias Branco SA,A,236
M&G PLC,C,236
"M.A.TECH CO.,LTD",C,236
M.P. Evans Group PLC,B,236
"M3, Inc.",D,236
M50 Concession Ltd.,B,236
"Mabuchi Motor Co., Ltd.",B,236
Macerich Co.,B,236
Macfarlane Group plc,B,236
"MACNICA HOLDINGS, INC.",B,236
MACOM Technology Solutions,D,236
Macronix International,B,237
"Macy's, Inc.",B,237
"MAEDA KOSEN CO.,LTD.",C,237
"MAEZAWA KASEI INDUSTRIES CO.,LTD.",B,237
Magazine Luiza,B,237
MAGELLAN AEROSPACE,B,237
Magellan Financial Group,B,237
Magna International Inc.,B,237
Magnachip Semiconductor,B,237
MAGNEKON S A DE C V,D,237
Magyar Telekom Nyrt.,B,237
Mahindra & Mahindra,A,237
Mahindra & Mahindra Financial Services,C,237
Mahindra Lifespace Developer Limited,A-,237
MAHLE GmbH,A,237
Mainfreight,B,238
Mainstream Renewable Power,B,238
MAINTEL HOLDINGS PLC,B,238
Maire Tecnimont SpA,B,238
Maisons du Monde SA,A,238
"Makalot Industrial Co., Ltd.",B,238
MAKINO MILLING MACHINE,B,238
Makita Corporation,B,238
Malayan Banking Bhd,B,238
MALAYSIAN PACIFIC INDUSTRIES,D-,238
Mallinckrodt plc,C,238
Man Group plc,C,238
Mandom Corp,B,238
MANELLI IMPRESA SPA,C,238
MANGELS INDUSTRIAL S A,C,238
Mango,B,239
"MANI, INC.",B-,239
Manila Electric Company (MERALCO),C,239
Manila Water Company,B,239
Manitou BF,B,239
ManpowerGroup,B,239
MANTU GROUP SA,B,239
Manufactura y Logística de Grasas y Lubricantes S.A. de C.V.,B,239
Manulife Financial Corp.,C,239
MAPFRE,A-,239
Maple Leaf Foods Inc,C,239
MARA HOLDINGS INC.,D,239
Marathon Petroleum,C,239
Marel,D,239
"Marelli Holdings Co., Ltd.",B,239
Marfrig Global Foods S/A,A,240
Marico,B,240
MARIMEKKO OYJ,D,240
MARINGA FERRO LIGA SA,D,240
MARKETAXESS HOLDINGS INC,C,240
MARKETECH INTERNATIONAL CORP,C,240
Marks and Spencer Group plc,B,240
MARR SpA,D,240
"Marriott International, Inc.",B,240
Mars,B,240
"Marsh & McLennan Companies, Inc.",B,240
Marshalls,B,240
"Martin Marietta Materials, Inc.",C,240
Martinrea International Inc.,B,240
Marubeni Corporation,A,240
MARUBUN CORPORATION,C,241
Maruha Nichiro Corp,A-,241
"Marui Group Co., Ltd.",A,241
Maruichi Steel Tube Ltd.,B,241
MARUKA FURUSATO CORPORATION,B,241
"Marumae Co.,Ltd.",B,241
"Maruzen Showa Unyu Co.,Ltd",C,241
"Marvell Technology Group, Ltd.",B,241
Masco Corporation,C,241
Masmovil Ibercom SA,B,241
MASS GENERAL BRIGHAM INC,D,241
MASTEC,C,241
MASTER PACK,B,241
"Matching Service Japan Co.,Ltd.",C,241
MATERIALISE,C,241
Mativ,B,242
"MATSUDA SANGYO Co.,Ltd.",A,242
"MATSUI CONSTRUCTION CO.,LTD.",B,242
MatsukiyoCocokara & Co.,B,242
"MATSUYA CO.,LTD.",C,242
"MATSUYA FOODS HOLDINGS CO., LTD.",C,242
"Mattel, Inc.",C,242
Matterhorn Telecom S.A.,D,242
Maurel Et Prom,B,242
MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,A,242
"MAX CO.,LTD.",C,242
"Maxell, Ltd.",B,242
MAXEON SOLAR TECH,B-,242
Mayr-Melnhof Karton Aktiengesellschaft,A,242
Mazda Motor Corporation,B,242
mBank,C,243
MBH Bank Nyrt,C,243
MBH Mortgage Bank Co. Plc.,C,243
McCain Foods,B,243
"McCormick & Company, Incorporated",C,243
McDermott International Inc.,C,243
MCH Group AG,C,243
McKesson Corporation,B,243
"McKinsey & Company, Inc.",A,243
MCNEX,D,243
Mebuki Financial Group Inc,B,243
MEC COMPANY LTD.,B,243
MECATHERM,D,243
Media6,C,243
MEDIANA CO LTD,B,243
MediaTek Inc.,C,244
Medibank Private,D,244
"Medical Data Vision Co.,Ltd.",B,244
MEDICLINIC GROUP LIMITED,B,244
MEDINCELL SA,C,244
Mediobanca,B,244
MEDIPAL Holdings CORPORATION,C,244
Medmix,A,244
MEDOCHEMIE (FAR EAST) LTD,B,244
"MedPeer,Inc.",C,244
Medtronic PLC,B,244
Mega Financial Holding,A,244
Megacable Holdings SAB de CV,D,244
MEGAFORCE,D,244
"MEGMILK SNOW BRAND Co.,Ltd.",B,244
Meidensha Corporation,B,245
"Meihua Holdings Group Co., Ltd",D-,245
Meijer,B,245
"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",B,245
Meiji Holdings Co Ltd,A,245
Meiji Yasuda Life Insurance Company,A,245
"Meiko Electronics Co.,Ltd.",B-,245
"MEIKO NETWORK JAPAN CO.,LTD.",B-,245
"Meiko Trans Co., Ltd.",D-,245
"MEISEI INDUSTRIAL Co.,Ltd.",C,245
MEITEC CORPORATION,D,245
MEIWA CORPORATION,C,245
"MEIWA INDUSTRY CO., LTD.",B,245
Melco Resorts & Entertainment,B,245
Melexis N.V.,C,245
MeliÃ¡ Hotels International S.A.,B,246
Melrose PLC,B,246
MELTEM KIMYA VE TEKSTIL SANAYI ITHALAT IHRACAT VE TICARET ANONIM SIRKETI,B-,246
"Menicon Co.,Ltd.",B,246
MERCADOLIBRE S.R.L.,B-,246
"Mercari, Inc.",B,246
Mercedes-Benz Group AG,A-,246
Mercer International Inc,C,246
Mercialys,A-,246
"Merck & Co., Inc.",B,246
Merck KGaA,A-,246
Mercury,B,246
Mercury NZ Limited,C,246
Meridian Group International,C,246
Merlin Properties Socimi SA,B,246
MERRY ELECTRONICS CO. LTD.,B,247
Mersen SA,B,247
Messer SE & Co. KGaA,B,247
Metaage Corporation,B,247
Metagal Industria e Comercio Ltda.,C,247
Metair Investments Limited,B,247
Metallus Inc.,D-,247
Metalúrgica Riosulense S.A.,D,247
Metcash,B,247
Methanex Corporation,D,247
Methode,D,247
Metro AG,B,247
Metro Bank,D,247
Metro Pacific Investments,D,247
MetsÃ¤ Board Corporation,A,247
Metso Corporation,B,248
Mettler-Toledo International Inc.,B,248
Mewah International Inc,C,248
Meyer Burger Technology AG,C,248
"MFCI (Huanggang) Co., Ltd.",B,248
MGM Resorts International,B,248
Michelin,A,248
Microchip Technology,C,248
"Micron Technology, Inc.",D,248
"MICRONICS JAPAN CO., LTD.",C-,248
"Micro-Star International Co, Inc",B,248
Microstrategy Inc,D,248
"MIDAC HOLDINGS CO., LTD.",B,248
Mid-America Apartment Communities Inc,B,248
Middle East Glass,C,248
Middleby Corp,C,249
Midea Group Co Ltd,C,249
Midsona AB,A,249
Midway Holding AB (publ),B,249
MIDWICH GROUP PLC,C,249
"Mie Kotsu Group Holdings, Inc.",B,249
MİGROS TİCARET A.Ş.,A,249
Mikron Holding AG,D,249
MIKUNI Corporation,C,249
"Milbon Co.,Ltd.",C,249
"MillerKnoll, Inc.",C,249
Millicom International Cellular S.A.,B,249
"MILLS LOCAÃ‡ÃƒO, SERVIÃ‡OS E LOGÃSTICA S.A.",D,249
"MIMAKI ENGINEERING CO.,LTD.",D,249
"MIN AIK TECHNOLOGY CO., LTD.",C,249
MINAMI ACOUSTICS,C,250
Mincon Group plc,B-,250
Minda Corporation Ltd.,D-,250
MindPeak GmbH,B,250
Minds + Assembly LLC,B,250
Mindspace REIT,B,250
Minebea Mitsumi Inc.,A-,250
Minerals Technologies Inc.,B,250
Minerva Foods,B,250
Ming Fai International Holdings Limited,C,250
Mingfeng Packaging,B,250
MINOR HOTELS EUROPE & AMERICAS SA.,B,250
Minor International PCL,B,250
MINTH INTERNATIONAL LIMITED,B,250
MIPS AB,B,250
Miquel y Costas,A,251
Mirae Asset Securities,A,251
"MIRAI INDUSTRY CO.,LTD.",C,251
MIRAIT ONE Corporation,B,251
"MIRARTH HOLDINGS, Inc.",C,251
MISC Berhad,C,251
Mission Produce,D-,251
"Mistras Group, Inc.",D,251
Misumi Group Inc.,B,251
MiTAC Holdings Corporation (MHC),B,251
Mitchells & Butlers,B,251
MITIE Group,A,251
"MITR PHOL SUGAR CORP.,LIMITED",B,251
Mitre Realty Empreendimentos E Participacoes LTDA,B,251
MITSUBA CORPORATION,B,251
MITSUBISHI CHEMICAL GROUP CORPORATION,A-,252
Mitsubishi Corporation,A,252
Mitsubishi Electric Corporation,A,252
"Mitsubishi Estate Company Co., Ltd.",A,252
Mitsubishi Estate Logistics REIT Investment Corporation,A,252
"Mitsubishi Gas Chemical Company, Inc.",B,252
Mitsubishi HC Capital Inc.,B,252
Mitsubishi HC Capital UK PLC,C,252
"Mitsubishi Heavy Industries, Ltd.",C,252
"Mitsubishi Kakoki Kaisha, Ltd.",B,252
Mitsubishi Logistics Corporation,B,252
Mitsubishi Materials Corporation,A,252
Mitsubishi Motors Corporation,A-,252
Mitsubishi Paper Mills Ltd,C,252
"MITSUBISHI PENCIL COMPANY,LIMITED",B,252
"Mitsubishi Research Institute, Inc.",C,253
"Mitsubishi Steel MFG. Co., Ltd.",B,253
"Mitsubishi UFJ Financial Group, Inc.",A-,253
Mitsubishi UFJ Trust and Banking Corporation,B,253
MITSUBOSHI BELTING LTD,B,253
"Mitsui & Co., Ltd.",A,253
"Mitsui Chemicals, Inc.",B,253
"MITSUI E&S Co., Ltd.",C,253
"Mitsui Fudosan Co., Ltd.",B,253
Mitsui Fudosan Logistics Park Inc.,B,253
"Mitsui High-tec, Inc.",C,253
"Mitsui Mining & Smelting Co., Ltd.",B,253
Mitsui O.S.K. Lines Ltd,A,253
"MITSUI–SOKO HOLDINGS Co.,Ltd.",B,253
MITTAL DYEING PRIVATE LIMITED,C,253
"Miura Co., Ltd.",B,254
MIWON SPECIALTY CHEMICAL CO,D,254
"MIXI, Inc",D,254
"MIYAJI ENGINEERING GROUP,INC.",B-,254
Mizrahi Tefahot Bank Ltd,C,254
"Mizuho Financial Group, Inc.",B,254
MJ Gleeson Plc,B-,254
MK ELECTRON,C,254
"MK Seiko Co., Ltd.",C,254
MKS INSTRUMENTS,C,254
MLP SAÄžLIK HÄ°ZMETLERÄ° A.Åž.,B-,254
MOBASE ELECTRONICS,C,254
Mobico Group PLC,B,254
Mobile Telecommunications Co (Zain),B,254
"Mochida Pharmaceutical Co., Ltd.",C-,254
"MODEC,INC.",B,255
Moderna,C,255
MODINE MANUFACTURING COMPANY INC,C,255
MODIVCARE,C,255
"Mohawk Industries, Inc.",B,255
MOL Nyrt.,C,255
"Molex, LLC",D-,255
Molibdenos y Metales S.A.,D,255
Mölnlycke Health Care AB,B,255
Molson Coors Brewing Company,A-,255
Molten Ventures Plc,B,255
Momentum Metropolitan Holdings Ltd.,B,255
MOMO.COM INC,B,255
Moncler,A,255
Mondelez International Inc,C,255
MONDETTA CANADA INC,B,256
Mondi PLC,A,256
Moneta Money Bank AS,B,256
"Monex Group, Inc.",D,256
MongoDB Inc.,B,256
Mongolian Mining Corp.,C,256
"MONOLITHIC POWER SYSTEMS, INC.",B,256
Monotaro Co Ltd,B,256
Monster Beverage Corporation,C,256
Montage,D,256
Montana Aerospace AG,C,256
MONY Group Plc,B-,256
Moody's Corporation,A,256
Moonpig Group plc,B,256
MORESCO Corporation,B,256
Morgan Advanced Materials,B,257
Morgan Sindall Group plc,A,257
"Mori Building Co, Ltd.",A,257
Morinaga & Company Ltd,B,257
"Morinaga Milk Industry Co., Ltd.",B,257
"MORIROKU HOLDINGS COMPANY,LTD.",B,257
"Morishita Jintan Co., Ltd.",C,257
MORITA HOLDINGS CORPORATION,B,257
MORY INDUSTRIES INC.,D-,257
"MOS FOOD SERVICES, INC.",B,257
"Moso Power Supply Technology Co.,Ltd",C,257
Motability Operations Group PLC,B,257
Mota-Engil,B-,257
Motor Oil (Hellas) Corinth Refineries SA,B,257
Motorcar,D,257
Motus Holdings,C,258
Movida Participacoes SA,B,258
Mowi ASA,A,258
MphasiS,C,258
MPI Corporation,B,258
MR. COOPER GROUP INC.,B,258
MRC Global Inc,C,258
MRS LOGISTICA SA,B,258
MRV Engenharia e Participações,B,258
MS AUTOTECH CO LTD,D,258
"MS&AD Insurance Group Holdings, Inc.",A,258
"MSA Safety, Inc.",C,258
"MSC Co., Ltd.",D,258
"MSC Industrial Direct Co., Inc.",D,258
MSCI,B,258
MSM MALAYSIA HOLDINGS BERHAD,D,259
Mtecauto,B,259
"MTG Co., Ltd.",C,259
MTN Group Management Services,B,259
MTN NIGERIA COMMUNICATIONS P,B-,259
MTR Corporation Limited,B,259
MTU Aero Engines AG,B,259
Muangthai Capital PCL,C,259
Mudanjiang Hengfeng Paper Co Ltd,B,259
Mueller Industries,C,259
MUELLER WATER PRODUCTS A,C,259
"MUGEN ESTATE Co.,Ltd.",C,259
"MUJI (Shanghai) Co., Ltd.",C,259
Mulberry Group Plc,D,259
MULLER DIE LILA LOGISTIK,B,259
Multibax Public Company Limited,B,260
MultiChoice Group Limited,D,260
Multiexport Foods S.A.,C,260
MULTIPLAN A,D,260
Mundys SpA,A,260
Munters Group Ab,B,260
MURAKAMI CORPORATION,C,260
Murata Mfg. Co.,A,260
MURO CORPORATION,D,260
Murray & Roberts Holdings Limited,C,260
"Musashi Seimitsu Industry Co., Ltd.",D,260
Musim Mas Holdings Pte Ltd,B,260
MVM Group,C,260
"Myers Industries, Inc.",D,260
"MYONGSHIN TECH VINA CO.,LTD",B,260
MYR GROUP,D,261
MYTILINEOS Holdings S.A.,B,261
N Brown Group Plc,B,261
N.R. Spuntech Industries Ltd.,D,261
N.V. Eneco,B,261
NaaS Technology Inc.,A,261
Nabors Industries Ltd.,B,261
Nabtesco Corporation,A,261
"NAC CO.,LTD.",D,261
NACHI-FUJIKOSHI CORP.,C,261
NagaCorp Limited,C,261
"Nagase & Co., Ltd.",A-,261
"Nagatanienholdings Co.,Ltd.",B-,261
"Nagoya Railroad Co., Ltd.",D,261
NAIGAI TRANS LINE LTD.,C,261
"NAKABAYASHI CO.,LTD.",D,262
"NAKAMOTO PACKS CO.,LTD.",B,262
Nakano Corporation,B-,262
"NAKAYAMA STEEL WORKS, LTD.",A,262
Nampak Ltd,B,262
NAMSUN ALUMINUM CO LTD,D-,262
"Nan Juen International Co., Ltd",B,262
NAN PAO RESINS CHEMICAL,B,262
Nan Ya Plastics Corporation,A-,262
NAN YA PRINTED CIRCUIT BOARD CORPORATION,A,262
"NANJING CHERVON AUTO PRECISION TECHNOLOGY Co., Ltd.",B,262
NANJING DEVELOP ADVANCED MANUFACTUR,B,262
Nanjing Panda Electronics Company Limited,D,262
"NANKAI CHEMICAL CO., LTD",D-,262
"Nankai Electric Railway Co., Ltd.",B,262
NANOXPLORE,C,263
"NANTONG JIANGHAI CAPACITOR CO.,Ltd. (Jianghai Europe Electronic Components GmbH)",D,263
"Nantong Zipei Display Co., LTD",B,263
"Nanya New Material Technology Co.,Ltd",D,263
Nanya Technology Corp.,A,263
"Nasdaq, Inc",B,263
Naspers,C,263
Natera Inc,B,263
National Australia Bank,A,263
National Bank Of Greece,C,263
National Bank of Kuwait,C,263
NATIONAL CLEANING CO,B,263
National Fuel Gas Co.,D,263
National Gas Transmission,C,263
National Grid PLC,A,263
National Presto Industries,D-,264
NATIONAL STORAGE AFFILIATES,C,264
National Treasury Management Agency,B,264
Nationwide,B,264
NATS Holding Limited,A,264
"NATSIONALNAYA KOMPANIYA QAZAQGAZ, AO",B,264
Natura Cosmeticos SA,A,264
Naturgy Energy Group SA,B,264
NatWest Group plc,A-,264
Naver,B,264
Navient Corp,C,264
Navigator Holdings Ltd.,C,264
NavInfo Co Ltd,D,264
Navitas Semiconductor Ltd,B-,264
NAVNEET EDUCATION LIMITED,D,264
NBN,B,265
"NBTM New Materials Group Co., Ltd",D,265
NCAB Group AB,D,265
NCC,B,265
NCC Group plc,D,265
"nCino, Inc",C,265
NCR Voyix Corporation,C,265
NCsoft,D,265
NEC Capital Solutions Limited,A-,265
NEC Corporation,A,265
NEC Networks & System Integration Corporation,A,265
Nedbank Limited,B,265
Needs Well Inc.,D,265
NEILCOTT CONSTRUCTION LTD,C,265
"Neiman Marcus Group, Inc.",B,265
Nemak,A-,266
Nemetschek SE,C,266
NEOEN SA,B,266
Neoenergia S.A.,A,266
NeoGenomics Laboratories,C,266
NEOSEM,D,266
NEPI Rockcastle Plc,C,266
Neste Oyj,B,266
NestlÃ©,A-,266
"Net Protections Holdings,Inc.",B,266
Netapp,B,266
NetApp Inc.,B,266
NETAŞ TELEKOMÜNİKASYON A.Ş.,C,266
Netcompany Group A/S,D,266
NetEase Inc.,B,266
Netgear,B,267
NETIS HOLDING LTD,D-,267
NETSCOUT SYSTEMS,B,267
NEULAND LABORATORIES,C,267
Neusoft Corp-A,B,267
"New Balance Athletics, Inc.",B,267
"New H3C Technologies Co., Ltd.",C,267
"New Japan Chemical Co., Ltd.",D,267
NEW TOYO INTERNATIONAL HOLDINGS,B,267
"NEW WIDE (VIETNAM) ENTERPRISE CO.,LTD",B,267
New Work SE,C,267
New World Development,B,267
New York Community Bancorp Inc.,C,267
NEWAY VALVE SUZHOU CO LTD,C,267
Newell Brands,D,267
Newgen Software Technologies Ltd.,D-,268
Newmont Corporation,A-,268
NewRiver REIT,B,268
Nexans,A,268
Nexen Tire,B,268
Nexi,A-,268
Nexity,B,268
Next,B,268
Next 15 Group plc,B-,268
Nexteer Automotive Group Limited,B-,268
NEXTGEN HEALTHCARE,D,268
Nextracker Inc.,C,268
NFI Group Inc.,C,268
NFON AG,B,268
"NGK Insulators, Ltd.",B,268
NH Foods Ltd.,B,269
"NH Investment & Securities Co., Ltd.",A-,269
"NHK Spring Co., Ltd.",B,269
NHN Corporation,B,269
NHU,B,269
NIB Holdings Ltd,C,269
NIBE Industrier AB,B,269
NICE Ltd,D,269
NICHIAS CORPORATION,B,269
"NICHIBAN CO.,LTD.",C,269
Nichicon Corporation,A,269
NICHIDEN Corporation,C,269
NICHIHA CORPORATION,B,269
"NICHIMO CO.,LTD.",C,269
Nichirei Corporation,B,269
"NICHIREKI CO.,LTD.",B,270
NICHIRIN CO. LTD.,B,270
Nickel Asia Corporation,C,270
Nidec Corporation,A,270
Nielsen Holdings Limited,C,270
Nifco Inc.,C,270
"Nihon Chouzai Co., Ltd.",B,270
"NIHON DEMPA KOGYO CO., LTD.",C,270
Nihon Kohden Corporation,B,270
"Nihon Nohyaku Co., Ltd.",B,270
"Nihon Parkerizing Co., Ltd.",B,270
NIHON PLAST CO.LTD.,C,270
"NIHON SHOKUHIN KAKO CO., LTD.",D,270
NIHON TOKUSHU TORYO CO,D,270
"NIHON TRIM CO.,LTD.",B,270
"Nihon Yamamura Glass Co., Ltd.",B,271
NIIT LEARNING SYSTEMS LIMITED,B-,271
"Niitaka Co.,Ltd.",D,271
NIKE Inc.,A-,271
NIKKATO CORPORATION,C,271
"NIKKON Holdings Co.,Ltd.",D,271
"NIKO SEMICONDUCTOR CO., LTD.",B,271
Nikon Corporation,A,271
Nilfisk Holding A/S,A-,271
Nimir Industrial Chemicals Limited,B,271
"Nine Energy Service, Inc.",C,271
Ninety One,C,271
"NINGBO BOWAY ALLOY MATERIAL CO.,LTD.",B,271
"Ningbo Eyecos Cosmetic Co., Ltd.",B,271
"Ningbo Fangzheng Automobile Mould Co.,Ltd.",C,271
"Ningbo Hengshuai CO., LTD",D,272
"NINGBO HOMELINK ECO-ITECH CO., LTD.",B,272
"Ningbo Jintian Copper (Group) Co.,Ltd",D,272
"Ningbo Jinyu Technology Industry CO.,LTD",B,272
Ningbo Konit Industries Inc.,B-,272
"Ningbo Liangyuan Packaging Solution Technology Co., Ltd.",B,272
"Ningbo Minhui Imp & Exp Co., Ltd",B,272
Ningbo Orient Wires & Cables Co Ltd,B,272
"Ningbo Shuanglin Industrial Products Manufacturing Co.,Ltd.",D,272
"NINGBO SUNRISE Elc Technology CO., LTD",D,272
NINGBO TIANLONG ELECTRONICS CO,D,272
"Ningbo Wave Auto Parts Co., Ltd.",D,272
"NINGBO YUNSHENG CO., LTD.",C,272
"Nintendo Co., Ltd.",D,272
Nio Inc.,B,272
NIPPN CORPORATION,B,273
Nippo Ltd.,D,273
Nippon Accommodations Fund,C,273
"Nippon Aqua Co.,Ltd.",B,273
Nippon Building Fund,B,273
"Nippon Carbide Industries Company,Incorporated",D,273
"NIPPON CHEMICAL INDUSTRIAL CO.,LTD.",B,273
NIPPON CHEMI-CON CORPORATION,B,273
"NIPPON CONCRETE INDUSTRIES CO.,LTD.",C,273
Nippon Denko Co Ltd,B,273
"NIPPON DENSETSU KOGYO CO.,LTD.",B,273
"Nippon Electric Glass Co., Ltd.",B,273
"NIPPON EXPRESS HOLDINGS,INC.",B,273
"Nippon Fine Chemical Co., Ltd.",B,273
Nippon Gas Co Ltd,B,273
"NIPPON KANZAI Holdings Co.,Ltd.",D,274
"Nippon Kayaku Co., Ltd.",A,274
"NIPPON KINZOKU CO.,LTD.",D,274
Nippon Life Insurance Company,A,274
"Nippon Light Metal Holdings Company, Ltd",C,274
"Nippon Paint Holdings Co., Ltd.",B,274
Nippon Paper Industries Co Ltd,B,274
"NIPPON PARKING DEVELOPMENT Co., Ltd.",C,274
"NIPPON PILLAR PACKING CO.,LTD.",B,274
"NIPPON PISTON RING CO., LTD.",C,274
"NIPPON RIETEC CO.,LTD.",C,274
"NIPPON ROAD CO.,LTD., THE",B,274
NIPPON SANSO HOLDINGS CORPORATION,A,274
"NIPPON SEIKI CO., LTD.",B,274
"Nippon Seisen Co.,Ltd.",B,274
"Nippon Sheet Glass Company, Ltd",A-,275
NIPPON SHIKIZAI INC,B-,275
